episode,seed,steps,return,success,final_distance,min_distance
0,5042,15,-14.68156087398529,1,0.006118409726621312,0.006118409726621312
1,5043,6,-5.414533376693726,1,0.02213006054281576,0.02213006054281576
2,5044,4,-3.0,1,0.03376900986315174,0.03376900986315174
