episode,seed,steps,return,success,final_distance,min_distance
81,5123,50,-4.0,1,0.02240356508481866,0.02240356508481866
82,5124,50,-13.0,1,0.008244701181369697,0.008244701181369697
83,5125,50,-4.0,1,0.029233741519967615,0.029233741519967615
84,5126,50,0.0,1,0.019912609211854632,0.017862749011751056
85,5127,50,-4.0,1,0.008724556855628365,0.008724556855628365
86,5128,50,-7.0,1,0.026551086870441023,0.0227654507886949
87,5129,50,-7.0,1,0.02430941133923525,0.02430941133923525
88,5130,50,-8.0,1,0.0070479606773662384,0.0070479606773662384
89,5131,50,-4.0,1,0.026525818570974663,0.019904606288580227
90,5132,50,-4.0,1,0.002602640548431461,0.0024904236995710967
91,5133,50,-5.0,1,0.012455199224069681,0.012034535286958475
92,5134,50,-6.0,1,0.0227901966708886,0.017544329820615646
93,5135,50,-4.0,1,0.011185510761756284,0.011185510761756284
94,5136,50,-6.0,1,0.019886667270519704,0.019716494151623305
95,5137,50,-4.0,1,0.024680222898321856,0.024680222898321856
96,5138,50,-4.0,1,0.017958757820993255,0.017958757820993255
97,5139,50,-4.0,1,0.01655901917475851,0.01649325252937556
98,5140,50,-4.0,1,0.021907472291705133,0.021649750040261102
99,5141,50,-4.0,1,0.005753635848473792,0.005572647433663155
100,5142,50,-6.0,1,0.02052109960285359,0.018663550207504976
101,5143,50,-6.0,1,0.03428037824464445,0.03428037824464445
102,5144,50,-9.0,1,0.01977482198402875,0.01977482198402875
103,5145,50,-4.0,1,0.008146593479535775,0.008146593479535775
104,5146,50,-7.0,1,0.016676381059026333,0.016676381059026333
105,5147,50,-10.0,1,0.002684953871188876,0.002684953871188876
106,5148,50,-4.0,1,0.03497410532966926,0.03497410532966926
107,5149,50,-4.0,1,0.011210439419124002,0.011210439419124002
108,5150,50,-7.0,1,0.01822393352065682,0.01812481821276188
109,5151,50,-4.0,1,0.03225714722573018,0.03225714722573018
110,5152,50,-6.0,1,0.0025248568800728404,0.0025248568800728404
111,5153,50,-6.0,1,0.024966116660368597,0.024966116660368597
112,5154,50,0.0,1,0.021251025231735565,0.02082158289244449
113,5155,50,-7.0,1,0.00822301513092173,0.00822301513092173
114,5156,50,-7.0,1,0.027308484421408943,0.027308484421408943
115,5157,50,-8.0,1,0.022400652322937576,0.017857213637047686
116,5158,50,-7.0,1,0.015183120683052331,0.013901397978505202
117,5159,50,-7.0,1,0.021661658512979267,0.021661658512979267
118,5160,50,-5.0,1,0.025417593862573508,0.02503528532359755
119,5161,50,-4.0,1,0.014500427581738244,0.010210142295615742
120,5162,50,-7.0,1,0.01716677862776784,0.01716677862776784
121,5163,50,-4.0,1,0.012267007340154894,0.012267007340154894
122,5164,50,-5.0,1,0.004351474803677732,0.003967469389058318
123,5165,50,-4.0,1,0.024720690566542546,0.024600236398941232
124,5166,50,-8.0,1,0.020087980321129517,0.020087980321129517
125,5167,50,-4.0,1,0.019550888116751867,0.019534752118326667
126,5168,50,-7.0,1,0.027638404985882353,0.02731842754681479
127,5169,50,-3.0,1,0.027749753933171556,0.025931015857353783
128,5170,50,-3.0,1,0.005423357487272186,0.005423357487272186
129,5171,50,-4.0,1,0.017532829898074555,0.017532829898074555
130,5172,50,-4.0,1,0.023664038734778573,0.023241233529244936
131,5173,50,-4.0,1,0.011795188599180705,0.011571388281570833
132,5174,50,-4.0,1,0.01715051240746718,0.01715051240746718
133,5175,50,-4.0,1,0.0251545337934603,0.0251545337934603
134,5176,50,-3.0,1,0.026577429004754755,0.026224163863986537
135,5177,50,-8.0,1,0.019305745457948848,0.01880077752277453
136,5178,50,-4.0,1,0.02019688282289927,0.02019688282289927
137,5179,50,-4.0,1,0.011400969538245076,0.011400969538245076
138,5180,50,-8.0,1,0.017580209028234296,0.017376304347955455
139,5181,50,-11.0,1,0.028523031578425298,0.026272306545657712
140,5182,50,-3.0,1,0.010096203330085537,0.010096203330085537
141,5183,50,-4.0,1,0.021138659025642183,0.021138659025642183
142,5184,50,-4.0,1,0.0010172098980967407,0.0010172098980967407
143,5185,50,-3.0,1,0.007523336267229804,0.007190202189198324
144,5186,50,0.0,1,0.01668854520569252,0.016688545205692518
145,5187,50,-5.0,1,0.02890242306107446,0.02890242306107446
146,5188,50,-4.0,1,0.026832896802395454,0.02638269542732467
147,5189,50,-4.0,1,0.00740239451742172,0.007386000118230701
148,5190,50,-5.0,1,0.02491477247403851,0.024711833083905958
149,5191,50,-5.0,1,0.018828587095425203,0.018828587095425203
150,5192,50,-3.0,1,0.018074240686971395,0.018074240686971395
151,5193,50,-9.0,1,0.027898511675337474,0.027890164279961115
152,5194,50,0.0,1,0.02209125584087598,0.02209125584087598
153,5195,50,-4.0,1,0.02075810362153349,0.020399196640626855
154,5196,50,-7.0,1,0.02168598071003599,0.02168598071003599
155,5197,50,-6.0,1,0.02401982008035677,0.02401982008035677
156,5198,50,-8.0,1,0.007859856665925292,0.007584340404268586
157,5199,50,-4.0,1,0.017702398814909242,0.01733243389193047
158,5200,50,-7.0,1,0.01459525505199344,0.01445932266263392
159,5201,50,0.0,1,0.004947873442300591,0.004947873442300075
160,5202,50,-6.0,1,0.005600166134774702,0.005282633753593381
161,5203,50,-7.0,1,0.036531235860258825,0.036333098244218695
162,5204,50,-9.0,1,0.02691469501695413,0.016778599176392996
163,5205,50,-6.0,1,0.02682098062421382,0.02682098062421382
164,5206,50,0.0,1,0.02093002759078247,0.02093002759078235
165,5207,50,-6.0,1,0.005297859089708429,0.005297859089708429
166,5208,50,-8.0,1,0.023661926814719538,0.023661926814719538
167,5209,50,-4.0,1,0.013599577531809195,0.013599577531809195
168,5210,50,-9.0,1,0.010135139882280373,0.010135139882280373
169,5211,50,-4.0,1,0.017379782134302198,0.017379782134302198
170,5212,50,-4.0,1,0.0031035366753031173,0.002942072962798108
171,5213,50,-9.0,1,0.033214169999976305,0.033214169999976305
172,5214,50,-3.0,1,0.0022894773857144073,0.0018838614089036153
173,5215,50,-4.0,1,0.023357891570304122,0.023357891570304122
174,5216,50,-4.0,1,0.019474909356101952,0.019415063559155808
175,5217,50,-4.0,1,0.009233937715907806,0.008692149131374794
176,5218,50,-8.0,1,0.015484979522787734,0.015484979522787734
177,5219,50,-5.0,1,0.022557936906072724,0.022366952711513878
178,5220,50,-6.0,1,0.022739742810333117,0.022739742810333117
179,5221,50,-7.0,1,0.019538144083324105,0.019538144083324105
180,5222,50,-4.0,1,0.012661490447915993,0.011594729468907624
181,5223,50,-4.0,1,0.019133841858572483,0.019133841858572483
182,5224,50,-6.0,1,0.036918783107020056,0.03644476334763906
183,5225,50,-6.0,1,0.016579375096547524,0.016579375096547524
184,5226,50,-4.0,1,0.019580567752727287,0.019580567752727287
185,5227,50,-14.0,1,0.018854720302959118,0.01872493963321274
186,5228,50,-10.0,1,0.019234012604354624,0.01907501738178807
187,5229,50,-3.0,1,0.02434408808354442,0.022382904346568484
188,5230,50,-3.0,1,0.02183613509098099,0.02183613509098099
189,5231,50,-3.0,1,0.015554403590963843,0.015554403590963843
190,5232,50,0.0,1,0.009674731357133325,0.009674731357133325
191,5233,50,-4.0,1,0.01908535658190723,0.01908535658190723
192,5234,50,-4.0,1,0.025935355459602308,0.02482922940434762
193,5235,50,-3.0,1,0.005664484244903813,0.005485962952465393
194,5236,50,-3.0,1,0.019842504703647592,0.015149285991842435
195,5237,50,-7.0,1,0.0027156423167027013,0.002356424059600393
196,5238,50,-4.0,1,0.019429366244020786,0.019429366244020786
197,5239,50,-4.0,1,0.02219301568289902,0.021994437125357865
198,5240,50,-5.0,1,0.019085245712700215,0.019085245712700215
199,5241,50,-6.0,1,0.015421222738317223,0.014775098048297792
200,5242,50,-7.0,1,0.01673677041040459,0.01669653287738557
201,5243,50,-4.0,1,0.009984848827017369,0.009670903474689808
202,5244,50,-7.0,1,0.01918759594583424,0.014235130886031948
203,5245,50,-4.0,1,0.015038731098863532,0.015038731098863532
204,5246,50,0.0,1,0.027531335956540257,0.027531335956540257
205,5247,50,-4.0,1,0.02077578708576438,0.02048096950693046
206,5248,50,-5.0,1,0.022683329053381506,0.022683329053381506
207,5249,50,-4.0,1,0.01710564331293459,0.01710564331293459
208,5250,50,-4.0,1,0.01936999019887321,0.019172953505754785
209,5251,50,-5.0,1,0.008829619250345236,0.008829619250345236
210,5252,50,-4.0,1,0.006544446810527865,0.006544446810527865
211,5253,50,-5.0,1,0.025849699274316927,0.025849699274316927
212,5254,50,-9.0,1,0.028996758651910946,0.027579476590688042
213,5255,50,-9.0,1,0.013086517489138432,0.00886293567855756
214,5256,50,-4.0,1,0.016801367815362324,0.016801367815362324
215,5257,50,-4.0,1,0.014877377550611243,0.014419926738007308
216,5258,50,-4.0,1,0.029424901053412555,0.029424901053412555
217,5259,50,-4.0,1,0.010407927059313527,0.010407927059313527
218,5260,50,-8.0,1,0.011564237573717967,0.011326160092214944
219,5261,50,-4.0,1,0.024627061825239924,0.024627061825239924
220,5262,50,-4.0,1,0.0077879237925897165,0.00727447053489195
221,5263,50,-12.0,1,0.009030887950089307,0.009030887950089307
222,5264,50,-4.0,1,0.013723923344704701,0.013692528499123245
223,5265,50,-7.0,1,0.02169196138431042,0.019817733216387412
224,5266,50,0.0,1,0.014094324338211792,0.014094324338211789
225,5267,50,-4.0,1,0.017415242483109335,0.017360911036711564
226,5268,50,-4.0,1,0.018379556803871887,0.018379556803871887
227,5269,50,-5.0,1,0.011069420881459171,0.011008095092194999
228,5270,50,-12.0,1,0.034204461933937835,0.034204461933937835
229,5271,50,-6.0,1,0.014750446485127536,0.014368214018108226
230,5272,50,-6.0,1,0.011800864655908497,0.011800864655908497
231,5273,50,-7.0,1,0.027298891035601836,0.02714781276517832
232,5274,50,-4.0,1,0.018869376971566487,0.018869376971566487
233,5275,50,-6.0,1,0.02229469413248486,0.01964136117443267
234,5276,50,-5.0,1,0.021801675318666655,0.021801675318666655
235,5277,50,-5.0,1,0.00941375557918827,0.009171706956143279
236,5278,50,-5.0,1,0.021534677566824527,0.021534677566824527
237,5279,50,-8.0,1,0.018991271172994213,0.018800776290123444
238,5280,50,-4.0,1,0.02924190247022491,0.02924190247022491
239,5281,50,-3.0,1,0.02420733829256045,0.023925750456396947
240,5282,50,0.0,1,0.006807748046453295,0.006807748046453295
241,5283,50,-4.0,1,0.020552005202803845,0.02050255482872428
242,5284,50,-4.0,1,0.017283609275049735,0.017283609275049735
243,5285,50,-3.0,1,0.024967294053183486,0.024763338718597695
244,5286,50,-3.0,1,0.01717313134471911,0.016716377613868634
245,5287,50,-4.0,1,0.007187626642922014,0.006749908365700209
246,5288,50,-9.0,1,0.008626593513118534,0.008626593513118534
247,5289,50,0.0,1,0.012991169084524993,0.012991169084524948
248,5290,50,0.0,1,0.01739882924707521,0.015023347617886634
249,5291,50,-15.0,1,0.01120784156722349,0.01120784156722349
250,5292,50,-8.0,1,0.022937328395981504,0.01962678741659475
251,5293,50,-7.0,1,0.01917014805665226,0.0190435688622597
252,5294,50,-12.0,1,0.024363648156174665,0.020166681593289246
253,5295,50,0.0,1,0.005766628820936119,0.005766628820936119
254,5296,50,-3.0,1,0.021033076803132135,0.020289714093708208
255,5297,50,-4.0,1,0.012933839276256461,0.012933839276256461
256,5298,50,-8.0,1,0.011071062213119308,0.010556105717452462
257,5299,50,-7.0,1,0.0220341430757231,0.0220341430757231
258,5300,50,-8.0,1,0.017490971105960422,0.015885183360391755
259,5301,50,-4.0,1,0.01545546441874413,0.01545546441874413
260,5302,50,-7.0,1,0.018833132088936586,0.013478028663665837
261,5303,50,-4.0,1,0.009231365478265747,0.008695773974140801
262,5304,50,-4.0,1,0.012731362311736027,0.012393511534079225
263,5305,50,-7.0,1,0.024845440512983062,0.024643751828993074
264,5306,50,-4.0,1,0.021931366146342165,0.021931366146342165
265,5307,50,-3.0,1,0.01743187320575609,0.01743187320575609
266,5308,50,-4.0,1,0.017348361881546415,0.01711935956053086
267,5309,50,-5.0,1,0.014492330867758798,0.01359400923736903
268,5310,50,-14.0,1,0.022318036679288885,0.022318036679288885
269,5311,50,-5.0,1,0.024467659080041657,0.024467659080041657
270,5312,50,-5.0,1,0.02634175402673858,0.02617013088009602
271,5313,50,-7.0,1,0.01373647804205436,0.01373647804205436
272,5314,50,0.0,1,0.017829605974873684,0.017829605974873684
273,5315,50,-5.0,1,0.006378167682681847,0.006378167682681847
274,5316,50,-5.0,1,0.02510393841325467,0.025017901639741755
275,5317,50,-8.0,1,0.04306416657214238,0.04306416657214238
276,5318,50,-7.0,1,0.01108892773077042,0.010963218625546558
277,5319,50,-4.0,1,0.031123401936266462,0.031012177717893486
278,5320,50,-4.0,1,0.02189506264239491,0.02189506264239491
279,5321,50,-4.0,1,0.015731569304766484,0.015731569304766484
280,5322,50,-10.0,1,0.017390416231446656,0.017390416231446656
281,5323,50,-4.0,1,0.02744554951869404,0.02744554951869404
282,5324,50,-12.0,1,0.013797409043085991,0.01360632128134917
283,5325,50,-10.0,1,0.024817015653798517,0.024817015653798517
284,5326,50,-9.0,1,0.01237157883633555,0.01232916262790735
285,5327,50,-4.0,1,0.01518259934925494,0.01518259934925494
286,5328,50,-6.0,1,0.024516328106457336,0.024089839394557326
287,5329,50,-11.0,1,0.01330641469118063,0.012783729450479661
288,5330,50,-5.0,1,0.019518234028479558,0.013808091634579411
289,5331,50,-3.0,1,0.018345491151167532,0.01813772425365085
290,5332,50,-9.0,1,0.024848422688093265,0.024548817030744
291,5333,50,0.0,1,0.0170132277569087,0.01678800710820197
292,5334,50,-5.0,1,0.022404863028522605,0.022404863028522605
293,5335,50,-3.0,1,0.022130863694182757,0.022130863694182757
294,5336,50,-4.0,1,0.025067854363195332,0.024704838803635575
295,5337,50,-4.0,1,0.013218189756467467,0.013106836317709708
296,5338,50,-4.0,1,0.012555092327922056,0.012189564153570736
297,5339,50,-7.0,1,0.020144316963820037,0.020144316963820037
298,5340,50,-4.0,1,0.02613372397807456,0.02613372397807456
299,5341,50,-50.0,0,0.10807784685733247,0.10807784685733247
300,5342,50,-6.0,1,0.014681342033849527,0.01464736411746013
301,5343,50,-5.0,1,0.029189296734516975,0.029189296734516975
302,5344,50,-6.0,1,0.04149962888389614,0.041320714886154575
303,5345,50,-4.0,1,0.01340543068266508,0.013325727640296275
304,5346,50,-3.0,1,0.0167807164593485,0.01673044259047767
305,5347,50,0.0,1,0.01668854754470831,0.01668854754470831
